Company,Role,Experience Level (Years),Salary (INR in LPA)
McKinsey,Operations Analyst,0-1,4.2
McKinsey,Financial Analyst,1-2,4.6
Cognizant,Operations Analyst,7+,10.5
Cognizant,Data Analyst,7+,13.1
Cognizant,Financial Analyst,1-2,5.5
EY,Business Analyst,3-5,8.1
Genpact,Operations Analyst,0-1,3.3
HCL,Financial Analyst,5-7,10.9
Wipro,Business Analyst,0-1,4.5
Deloitte,Marketing Analyst,1-2,4.2
Deloitte,Marketing Analyst,0-1,4.3
Wipro,Operations Analyst,0-1,3.5
Genpact,Financial Analyst,3-5,8
TCS,Financial Analyst,0-1,4.1
KPMG,Financial Analyst,7+,12
IBM,Business Analyst,5-7,11.4
Genpact,Business Analyst,2-3,7.1
Capgemini,Data Analyst,1-2,5.6
Wipro,Data Analyst,1-2,5.1
Infosys,Data Analyst,3-5,7.6
HCL,Data Analyst,3-5,8.5
Wipro,Data Analyst,3-5,8.5
ZS Associates,Business Analyst,3-5,8.1
Deloitte,Data Analyst,0-1,4.8
IBM,Business Analyst,0-1,5.9
Wipro,Marketing Analyst,0-1,4.9
Infosys,Business Analyst,2-3,6.6
Capgemini,Operations Analyst,3-5,6.4
EY,Data Analyst,0-1,4.4
Wipro,Data Analyst,5-7,9.8
TCS,Business Analyst,7+,12.1
Cognizant,Operations Analyst,7+,10.6
Accenture,Business Analyst,1-2,5.6
EY,Marketing Analyst,7+,11.6
Accenture,Data Analyst,3-5,7.8
Accenture,Financial Analyst,2-3,6.4
Accenture,Marketing Analyst,1-2,4.2
EY,Data Analyst,2-3,6.7
Capgemini,Financial Analyst,1-2,5.9
Accenture,Operations Analyst,2-3,6.2
ZS Associates,Marketing Analyst,2-3,5.9
EY,Operations Analyst,5-7,9.5
Deloitte,Data Analyst,5-7,10.3
Infosys,Marketing Analyst,0-1,4.3
Cognizant,Operations Analyst,5-7,9.6
KPMG,Financial Analyst,7+,13
Genpact,Data Analyst,5-7,10.7
Infosys,Data Analyst,2-3,7.3
IBM,Operations Analyst,0-1,4.8
Capgemini,Marketing Analyst,0-1,4.5
HCL,Financial Analyst,3-5,8.8
PwC,Financial Analyst,7+,12.3
PwC,Marketing Analyst,7+,11.1
Accenture,Data Analyst,0-1,3.6
KPMG,Marketing Analyst,3-5,7.8
KPMG,Marketing Analyst,3-5,8.4
Capgemini,Data Analyst,5-7,8.8
Accenture,Operations Analyst,3-5,6.2
Accenture,Business Analyst,7+,13.3
IBM,Business Analyst,0-1,5.8
HCL,Operations Analyst,5-7,8.6
McKinsey,Data Analyst,3-5,7.9
Capgemini,Data Analyst,2-3,6.4
KPMG,Marketing Analyst,0-1,4.4
Wipro,Data Analyst,2-3,6.1
Accenture,Marketing Analyst,7+,11.2
KPMG,Operations Analyst,5-7,9.6
IBM,Operations Analyst,5-7,9.3
KPMG,Financial Analyst,3-5,8.1
Cognizant,Financial Analyst,1-2,5.6
Cognizant,Business Analyst,5-7,10.8
TCS,Financial Analyst,3-5,8.2
Capgemini,Operations Analyst,1-2,4
Capgemini,Operations Analyst,1-2,4.5
PwC,Data Analyst,5-7,9.9
IBM,Marketing Analyst,1-2,4.7
IBM,Data Analyst,3-5,8.3
TCS,Marketing Analyst,7+,11.4
HCL,Data Analyst,5-7,10.1
ZS Associates,Financial Analyst,0-1,4.4
McKinsey,Data Analyst,1-2,5.6
EY,Data Analyst,7+,11.1
Accenture,Business Analyst,3-5,7.5
Deloitte,Data Analyst,3-5,8.6
TCS,Operations Analyst,7+,10.2
EY,Data Analyst,2-3,6.7
Capgemini,Business Analyst,0-1,4.2
Wipro,Financial Analyst,7+,12.2
IBM,Financial Analyst,5-7,11.7
Infosys,Operations Analyst,0-1,3.3
Infosys,Business Analyst,2-3,6.6
McKinsey,Data Analyst,5-7,9.1
Infosys,Business Analyst,0-1,5.7
Infosys,Data Analyst,1-2,4.6
Deloitte,Business Analyst,2-3,6.3
Deloitte,Financial Analyst,3-5,7.2
ZS Associates,Data Analyst,1-2,5.3
Cognizant,Operations Analyst,1-2,3.7
Cognizant,Financial Analyst,1-2,5.6
Deloitte,Marketing Analyst,5-7,9.2
TCS,Financial Analyst,7+,12.7
EY,Financial Analyst,0-1,4.5
Capgemini,Financial Analyst,1-2,5.9
IBM,Operations Analyst,1-2,4.6
KPMG,Data Analyst,2-3,6
Accenture,Data Analyst,5-7,10.8
ZS Associates,Data Analyst,2-3,5.3
EY,Data Analyst,2-3,6.5
Capgemini,Marketing Analyst,1-2,4.9
Accenture,Operations Analyst,3-5,7.7
KPMG,Marketing Analyst,1-2,4.4
HCL,Marketing Analyst,1-2,4.7
ZS Associates,Financial Analyst,5-7,10.4
TCS,Operations Analyst,7+,10.2
Accenture,Data Analyst,1-2,6.5
McKinsey,Marketing Analyst,0-1,4
Cognizant,Marketing Analyst,5-7,9.7
ZS Associates,Marketing Analyst,1-2,5.2
Deloitte,Marketing Analyst,0-1,3.9
Genpact,Data Analyst,2-3,6.9
EY,Marketing Analyst,2-3,6.1
PwC,Marketing Analyst,7+,11.5
IBM,Data Analyst,2-3,6.9
TCS,Financial Analyst,3-5,8.3
IBM,Data Analyst,5-7,9.5
Infosys,Financial Analyst,3-5,8.9
Genpact,Business Analyst,7+,13.7
ZS Associates,Financial Analyst,3-5,8.7
HCL,Operations Analyst,3-5,6.7
Wipro,Financial Analyst,1-2,5.9
TCS,Operations Analyst,1-2,5
TCS,Financial Analyst,2-3,6.2
TCS,Financial Analyst,5-7,10.4
ZS Associates,Data Analyst,7+,11.7
Deloitte,Financial Analyst,3-5,8.1
IBM,Marketing Analyst,7+,10.6
EY,Data Analyst,3-5,7.9
Genpact,Marketing Analyst,1-2,4.4
Infosys,Financial Analyst,2-3,7.9
Capgemini,Data Analyst,5-7,9.7
KPMG,Financial Analyst,3-5,8.7
KPMG,Operations Analyst,0-1,4.8
TCS,Financial Analyst,7+,12
HCL,Financial Analyst,5-7,11
Infosys,Financial Analyst,3-5,8.9
EY,Marketing Analyst,5-7,9.2
TCS,Data Analyst,3-5,7.6
IBM,Marketing Analyst,3-5,8.6
PwC,Financial Analyst,2-3,6.7
IBM,Operations Analyst,2-3,5.3
Wipro,Data Analyst,2-3,6.5
PwC,Marketing Analyst,2-3,5.4
Genpact,Financial Analyst,7+,12.4
PwC,Marketing Analyst,5-7,9
HCL,Marketing Analyst,3-5,7.5
IBM,Marketing Analyst,1-2,6.4
KPMG,Operations Analyst,2-3,4.7
PwC,Operations Analyst,5-7,8.7
Cognizant,Marketing Analyst,2-3,5.5
IBM,Business Analyst,3-5,9.6
KPMG,Data Analyst,1-2,5.9
TCS,Data Analyst,2-3,6.7
KPMG,Business Analyst,3-5,8.1
Wipro,Business Analyst,3-5,8.4
PwC,Financial Analyst,0-1,4.3
Infosys,Data Analyst,3-5,8.2
HCL,Financial Analyst,0-1,5.2
Infosys,Operations Analyst,2-3,5.9
IBM,Operations Analyst,3-5,7.5
Capgemini,Data Analyst,2-3,5.6
HCL,Data Analyst,2-3,6.3
ZS Associates,Business Analyst,1-2,5.5
HCL,Marketing Analyst,2-3,6.4
PwC,Financial Analyst,1-2,5.7
TCS,Financial Analyst,2-3,7.7
PwC,Data Analyst,7+,11.4
TCS,Operations Analyst,3-5,6.6
ZS Associates,Financial Analyst,3-5,8.4
ZS Associates,Operations Analyst,3-5,6.9
HCL,Financial Analyst,5-7,10.4
Accenture,Financial Analyst,2-3,6.9
TCS,Business Analyst,3-5,9.1
Deloitte,Marketing Analyst,7+,10.6
HCL,Marketing Analyst,5-7,8.9
TCS,Data Analyst,5-7,10.1
Genpact,Business Analyst,5-7,10.8
IBM,Business Analyst,3-5,7.6
Genpact,Financial Analyst,5-7,10.2
PwC,Business Analyst,5-7,10.8
Wipro,Financial Analyst,5-7,11.1
Accenture,Marketing Analyst,7+,10.4
Wipro,Data Analyst,3-5,7.3
TCS,Financial Analyst,2-3,6.9
McKinsey,Operations Analyst,1-2,4.7
Accenture,Data Analyst,3-5,7.8
IBM,Marketing Analyst,3-5,7.6
HCL,Operations Analyst,1-2,5.2
EY,Operations Analyst,2-3,5.5
PwC,Operations Analyst,0-1,4
Infosys,Financial Analyst,3-5,8.6
Cognizant,Data Analyst,5-7,9.9
Capgemini,Marketing Analyst,1-2,4.7
Genpact,Business Analyst,0-1,5.5
EY,Operations Analyst,2-3,6.6
Accenture,Financial Analyst,0-1,4.4
Genpact,Business Analyst,3-5,8.1
ZS Associates,Operations Analyst,0-1,3.9
HCL,Financial Analyst,1-2,6.1
Genpact,Data Analyst,2-3,6.8
Accenture,Financial Analyst,0-1,4.8
Deloitte,Business Analyst,1-2,6.7
Infosys,Operations Analyst,1-2,5.7
HCL,Marketing Analyst,2-3,5.3
ZS Associates,Financial Analyst,1-2,5.5
Capgemini,Financial Analyst,5-7,10.5
Accenture,Business Analyst,5-7,11.1
Genpact,Data Analyst,1-2,6
Cognizant,Data Analyst,7+,12.5
ZS Associates,Marketing Analyst,5-7,9
PwC,Operations Analyst,7+,9.8
Wipro,Business Analyst,5-7,10.9
Wipro,Marketing Analyst,0-1,5
PwC,Operations Analyst,1-2,5.4
Accenture,Business Analyst,2-3,6.9
HCL,Operations Analyst,3-5,6.4
ZS Associates,Financial Analyst,0-1,5.6
EY,Data Analyst,3-5,8.2
Genpact,Business Analyst,7+,12.4
Infosys,Business Analyst,2-3,7.4
Genpact,Business Analyst,1-2,6.7
ZS Associates,Marketing Analyst,2-3,6.6
Genpact,Marketing Analyst,2-3,5.6
Wipro,Business Analyst,7+,12.3
HCL,Data Analyst,5-7,11
Accenture,Marketing Analyst,3-5,6.8
Infosys,Data Analyst,5-7,9.8
EY,Business Analyst,2-3,7.1
HCL,Marketing Analyst,3-5,7.9
Accenture,Operations Analyst,1-2,4.9
Cognizant,Operations Analyst,7+,10.6
Infosys,Financial Analyst,2-3,6.9
Wipro,Operations Analyst,0-1,4.7
McKinsey,Operations Analyst,7+,11.6
TCS,Data Analyst,3-5,7.8
Deloitte,Business Analyst,5-7,10.5
Genpact,Operations Analyst,7+,11
ZS Associates,Data Analyst,3-5,7.4
Capgemini,Financial Analyst,5-7,9.9
Capgemini,Marketing Analyst,2-3,6.5
PwC,Marketing Analyst,3-5,8.3
PwC,Marketing Analyst,1-2,5
EY,Data Analyst,3-5,7.8
HCL,Financial Analyst,5-7,10.5
EY,Data Analyst,1-2,5.3
HCL,Operations Analyst,7+,10.8
PwC,Financial Analyst,7+,12.2
Capgemini,Marketing Analyst,7+,12
ZS Associates,Financial Analyst,0-1,5.1
McKinsey,Marketing Analyst,2-3,6.2
Genpact,Data Analyst,2-3,6.1
Capgemini,Financial Analyst,1-2,5.7
Deloitte,Operations Analyst,2-3,6.4
Capgemini,Operations Analyst,1-2,5
IBM,Business Analyst,5-7,11.4
KPMG,Business Analyst,7+,13.2
KPMG,Marketing Analyst,3-5,7.8
KPMG,Financial Analyst,2-3,7.4
Deloitte,Marketing Analyst,2-3,6.3
TCS,Data Analyst,0-1,3.9
Deloitte,Data Analyst,0-1,4.4
Cognizant,Financial Analyst,7+,13
Cognizant,Data Analyst,1-2,5.7
McKinsey,Marketing Analyst,5-7,8.6
Deloitte,Operations Analyst,5-7,9
KPMG,Operations Analyst,7+,10.9
TCS,Data Analyst,1-2,6.1
Accenture,Business Analyst,3-5,8.5
EY,Data Analyst,0-1,4.2
Deloitte,Financial Analyst,5-7,9.9
Wipro,Operations Analyst,5-7,8.2
ZS Associates,Financial Analyst,1-2,6.3
ZS Associates,Business Analyst,1-2,6.4
Accenture,Operations Analyst,3-5,6.6
Deloitte,Marketing Analyst,7+,11.1
Cognizant,Data Analyst,3-5,8.6
Capgemini,Business Analyst,0-1,5.4
Cognizant,Operations Analyst,0-1,3.3
KPMG,Marketing Analyst,1-2,5.5
Infosys,Operations Analyst,1-2,4.6
EY,Marketing Analyst,2-3,6.8
Deloitte,Data Analyst,3-5,8.9
Deloitte,Operations Analyst,0-1,4.4
Capgemini,Data Analyst,7+,11.2
Deloitte,Marketing Analyst,1-2,5.8
PwC,Business Analyst,7+,13.2
HCL,Operations Analyst,5-7,9.2
IBM,Operations Analyst,0-1,4.1
Deloitte,Financial Analyst,3-5,8.6
Capgemini,Operations Analyst,2-3,5.8
Capgemini,Data Analyst,1-2,5.6
KPMG,Financial Analyst,2-3,7.4
TCS,Marketing Analyst,5-7,9.3
ZS Associates,Data Analyst,1-2,5
EY,Operations Analyst,2-3,6
EY,Operations Analyst,2-3,6.1
Wipro,Marketing Analyst,5-7,9.5
Genpact,Operations Analyst,1-2,5.5
Capgemini,Marketing Analyst,3-5,8
PwC,Financial Analyst,7+,12.7
KPMG,Marketing Analyst,1-2,4.7
PwC,Business Analyst,1-2,5.7
Infosys,Data Analyst,7+,11.9
Infosys,Business Analyst,2-3,6.9
Wipro,Business Analyst,5-7,10.6
McKinsey,Financial Analyst,5-7,10.8
IBM,Data Analyst,2-3,7.2
IBM,Business Analyst,3-5,8.7
KPMG,Operations Analyst,1-2,5.3
ZS Associates,Data Analyst,0-1,4.8
PwC,Operations Analyst,1-2,4.2
Wipro,Operations Analyst,3-5,7.2
KPMG,Business Analyst,3-5,8.9
TCS,Financial Analyst,7+,12.2
Wipro,Marketing Analyst,2-3,6.8
ZS Associates,Operations Analyst,2-3,5.8
EY,Data Analyst,3-5,8.2
Wipro,Operations Analyst,5-7,9.2
Wipro,Operations Analyst,2-3,6.1
IBM,Data Analyst,1-2,6.2
Capgemini,Business Analyst,2-3,8.8
EY,Financial Analyst,1-2,6.9
ZS Associates,Marketing Analyst,5-7,9.3
Wipro,Marketing Analyst,2-3,5.4
ZS Associates,Data Analyst,2-3,6.5
Genpact,Marketing Analyst,5-7,8.7
EY,Financial Analyst,0-1,4.7
KPMG,Marketing Analyst,1-2,5.3
Accenture,Data Analyst,1-2,6.1
Wipro,Business Analyst,2-3,7.4
Wipro,Financial Analyst,0-1,4.8
Infosys,Marketing Analyst,2-3,5.7
Infosys,Marketing Analyst,5-7,9.3
Deloitte,Operations Analyst,0-1,4.3
McKinsey,Marketing Analyst,0-1,3.4
TCS,Marketing Analyst,3-5,7.2
Deloitte,Operations Analyst,2-3,4.8
Capgemini,Financial Analyst,2-3,5.9
KPMG,Financial Analyst,7+,11.6
Genpact,Operations Analyst,5-7,8.7
Accenture,Marketing Analyst,1-2,6
ZS Associates,Marketing Analyst,0-1,3.8
ZS Associates,Financial Analyst,1-2,5.9
McKinsey,Marketing Analyst,5-7,9.1
PwC,Data Analyst,3-5,7.7
HCL,Operations Analyst,0-1,4
IBM,Operations Analyst,5-7,8.8
Wipro,Marketing Analyst,7+,10
KPMG,Business Analyst,3-5,8.2
Infosys,Data Analyst,5-7,10.8
Wipro,Data Analyst,0-1,4.3
KPMG,Operations Analyst,7+,10.8
Wipro,Marketing Analyst,2-3,5.9
PwC,Marketing Analyst,7+,11.8
Infosys,Data Analyst,5-7,9.9
ZS Associates,Financial Analyst,7+,12.6
TCS,Operations Analyst,2-3,5.5
Deloitte,Operations Analyst,1-2,4.4
ZS Associates,Operations Analyst,5-7,8.9
Accenture,Financial Analyst,3-5,8.1
IBM,Data Analyst,0-1,4.5
PwC,Marketing Analyst,3-5,7.3
Cognizant,Operations Analyst,0-1,3.9
PwC,Operations Analyst,2-3,5.3
Cognizant,Data Analyst,2-3,6.4
IBM,Financial Analyst,7+,12
Cognizant,Financial Analyst,7+,12.7
TCS,Operations Analyst,0-1,4.5
Accenture,Business Analyst,2-3,7.5
Genpact,Business Analyst,7+,12.7
ZS Associates,Business Analyst,0-1,4.1
Genpact,Financial Analyst,2-3,6.3
McKinsey,Business Analyst,1-2,5.4
PwC,Operations Analyst,2-3,4.8
HCL,Business Analyst,0-1,4.6
Genpact,Data Analyst,1-2,5.3
Capgemini,Business Analyst,3-5,8.2
IBM,Operations Analyst,1-2,5.2
ZS Associates,Operations Analyst,5-7,8.4
PwC,Marketing Analyst,1-2,5.1
IBM,Operations Analyst,0-1,3.4
Wipro,Operations Analyst,5-7,8.1
McKinsey,Data Analyst,5-7,9.8
IBM,Operations Analyst,0-1,4.3
IBM,Data Analyst,2-3,6.9
PwC,Data Analyst,5-7,10.6
Cognizant,Financial Analyst,5-7,10.8
McKinsey,Data Analyst,1-2,5.9
Accenture,Data Analyst,1-2,5
KPMG,Business Analyst,1-2,5.9
McKinsey,Marketing Analyst,5-7,9.2
HCL,Marketing Analyst,7+,12
TCS,Business Analyst,0-1,4.8
Wipro,Data Analyst,3-5,8.6
PwC,Marketing Analyst,3-5,8.3
IBM,Marketing Analyst,2-3,5.5
TCS,Financial Analyst,0-1,5.6
KPMG,Data Analyst,0-1,5.3
Accenture,Business Analyst,7+,13.2
HCL,Data Analyst,3-5,7.4
IBM,Data Analyst,3-5,7.9
Accenture,Data Analyst,1-2,5.8
Wipro,Data Analyst,5-7,10.2
Capgemini,Data Analyst,1-2,5.6
EY,Operations Analyst,7+,10.4
McKinsey,Financial Analyst,1-2,6
Wipro,Data Analyst,5-7,10.9
KPMG,Marketing Analyst,5-7,8.3
Accenture,Business Analyst,0-1,4.9
Capgemini,Marketing Analyst,7+,11.1
Cognizant,Operations Analyst,0-1,3.5
Cognizant,Business Analyst,1-2,6.7
ZS Associates,Business Analyst,2-3,7
Infosys,Marketing Analyst,5-7,9.1
Genpact,Operations Analyst,1-2,4.4
KPMG,Data Analyst,2-3,6.7
Infosys,Operations Analyst,2-3,5.2
McKinsey,Data Analyst,2-3,5.7
EY,Marketing Analyst,7+,10.7
Infosys,Data Analyst,7+,12.3
Capgemini,Financial Analyst,2-3,6.6
PwC,Financial Analyst,7+,12.4
McKinsey,Marketing Analyst,0-1,4.2
Cognizant,Financial Analyst,1-2,5.8
Deloitte,Financial Analyst,2-3,6.6
ZS Associates,Operations Analyst,0-1,4.8
Wipro,Financial Analyst,2-3,6.4
EY,Operations Analyst,0-1,3.8
Accenture,Marketing Analyst,5-7,9.1
Infosys,Operations Analyst,7+,10
Deloitte,Data Analyst,0-1,4
Infosys,Data Analyst,1-2,5.8
IBM,Financial Analyst,7+,12.8
PwC,Data Analyst,7+,12
IBM,Marketing Analyst,0-1,4.4
ZS Associates,Business Analyst,1-2,6.1
Wipro,Business Analyst,1-2,5.6
Genpact,Business Analyst,3-5,8.5
IBM,Data Analyst,0-1,4.1
Genpact,Financial Analyst,5-7,10.7
Deloitte,Marketing Analyst,5-7,8.7
Infosys,Operations Analyst,2-3,5.9
EY,Financial Analyst,3-5,8
Capgemini,Business Analyst,2-3,7.5
Capgemini,Data Analyst,0-1,4.8
HCL,Financial Analyst,0-1,5.3
ZS Associates,Marketing Analyst,3-5,7.8
Genpact,Data Analyst,0-1,5
IBM,Marketing Analyst,3-5,7.4
KPMG,Financial Analyst,7+,12.5
EY,Operations Analyst,0-1,3.4
Wipro,Data Analyst,1-2,5
McKinsey,Data Analyst,2-3,6.6
Capgemini,Operations Analyst,7+,11.2
McKinsey,Financial Analyst,5-7,11
HCL,Financial Analyst,7+,12.9
Genpact,Data Analyst,2-3,5.9
Genpact,Marketing Analyst,2-3,4.9
McKinsey,Business Analyst,2-3,6.7
IBM,Financial Analyst,1-2,5.9
Capgemini,Marketing Analyst,0-1,4.6
Deloitte,Financial Analyst,2-3,5.9
Cognizant,Business Analyst,3-5,8.9
Capgemini,Operations Analyst,7+,10.3
Cognizant,Marketing Analyst,3-5,7.4
Wipro,Operations Analyst,1-2,5
McKinsey,Marketing Analyst,1-2,5.9
McKinsey,Marketing Analyst,2-3,5.7
Cognizant,Data Analyst,7+,12.1
IBM,Financial Analyst,0-1,4.6
Wipro,Data Analyst,0-1,3.5
HCL,Financial Analyst,3-5,7.7
IBM,Data Analyst,3-5,7.8
Accenture,Operations Analyst,0-1,4.5
EY,Marketing Analyst,1-2,4.4
Cognizant,Marketing Analyst,5-7,9
Cognizant,Data Analyst,7+,11.8
Accenture,Business Analyst,0-1,6.2
IBM,Business Analyst,3-5,8.8
PwC,Operations Analyst,5-7,9.1
KPMG,Business Analyst,1-2,6.1
Capgemini,Financial Analyst,3-5,8.7
Cognizant,Operations Analyst,0-1,3.5
EY,Data Analyst,1-2,6
ZS Associates,Financial Analyst,5-7,10.6
Genpact,Operations Analyst,2-3,5.6
PwC,Business Analyst,1-2,5.7
Wipro,Operations Analyst,2-3,5.8
Genpact,Marketing Analyst,1-2,4.7
Genpact,Data Analyst,7+,12
ZS Associates,Business Analyst,3-5,8.3
Wipro,Business Analyst,0-1,4.9
ZS Associates,Business Analyst,5-7,11.5
KPMG,Operations Analyst,5-7,8.5
Accenture,Marketing Analyst,7+,10.7
Genpact,Operations Analyst,3-5,6.6
TCS,Data Analyst,1-2,6.1
Wipro,Marketing Analyst,2-3,6.1
Genpact,Operations Analyst,0-1,3.4
Capgemini,Marketing Analyst,2-3,4.9
IBM,Business Analyst,2-3,7.6
Infosys,Financial Analyst,2-3,7
Deloitte,Operations Analyst,1-2,4.9
Cognizant,Business Analyst,7+,13.6
HCL,Operations Analyst,7+,10.3
ZS Associates,Marketing Analyst,1-2,5
ZS Associates,Business Analyst,0-1,6.3
KPMG,Data Analyst,1-2,5.4
Genpact,Financial Analyst,5-7,10.5
Wipro,Operations Analyst,5-7,8.6
IBM,Operations Analyst,5-7,7.8
Cognizant,Financial Analyst,7+,12.8
Cognizant,Data Analyst,0-1,4.2
HCL,Marketing Analyst,1-2,5.5
Deloitte,Financial Analyst,3-5,8.4
Genpact,Marketing Analyst,5-7,9.5
EY,Operations Analyst,3-5,7
Accenture,Business Analyst,7+,12.5
Infosys,Financial Analyst,1-2,5.4
Capgemini,Financial Analyst,1-2,6.3
KPMG,Marketing Analyst,3-5,7.6
Accenture,Business Analyst,7+,14
Capgemini,Data Analyst,3-5,7.9
Infosys,Financial Analyst,1-2,5.4
IBM,Data Analyst,5-7,10
Deloitte,Business Analyst,7+,12.7
EY,Marketing Analyst,1-2,4.8
EY,Marketing Analyst,7+,10.5
PwC,Business Analyst,7+,12
Capgemini,Financial Analyst,1-2,5.9
IBM,Financial Analyst,2-3,6.4
Capgemini,Financial Analyst,3-5,7.9
IBM,Business Analyst,2-3,7.1
Cognizant,Financial Analyst,7+,12.7
McKinsey,Business Analyst,2-3,6.6
KPMG,Data Analyst,3-5,7.9
KPMG,Data Analyst,0-1,4.4
Wipro,Operations Analyst,1-2,4.6
Capgemini,Business Analyst,5-7,10.8
ZS Associates,Marketing Analyst,3-5,7.5
McKinsey,Data Analyst,5-7,10.5
TCS,Operations Analyst,3-5,7
Wipro,Marketing Analyst,0-1,4
Capgemini,Financial Analyst,3-5,8.4
HCL,Financial Analyst,0-1,4.6
Genpact,Financial Analyst,5-7,9.8
Genpact,Operations Analyst,1-2,4.9
Cognizant,Marketing Analyst,7+,11.6
PwC,Marketing Analyst,2-3,5.8
EY,Marketing Analyst,3-5,7.4
PwC,Data Analyst,5-7,10.1
TCS,Operations Analyst,0-1,3.2
Cognizant,Operations Analyst,5-7,8.5
Capgemini,Marketing Analyst,2-3,5.9
ZS Associates,Business Analyst,2-3,7.6
EY,Business Analyst,2-3,6.8
Infosys,Marketing Analyst,1-2,4.4
KPMG,Operations Analyst,1-2,4.9
Capgemini,Business Analyst,7+,14
Infosys,Marketing Analyst,7+,10.8
Accenture,Marketing Analyst,3-5,7.1
Infosys,Financial Analyst,7+,12.3
PwC,Operations Analyst,3-5,7
EY,Financial Analyst,7+,12.8
Accenture,Operations Analyst,3-5,7.2
Deloitte,Marketing Analyst,2-3,6.2
KPMG,Business Analyst,3-5,6.8
EY,Marketing Analyst,7+,10.7
Wipro,Operations Analyst,1-2,4.3
Capgemini,Operations Analyst,3-5,7
ZS Associates,Business Analyst,1-2,5.1
Capgemini,Financial Analyst,1-2,4.8
HCL,Operations Analyst,0-1,4.4
Deloitte,Data Analyst,2-3,6.5
Deloitte,Data Analyst,1-2,6
Cognizant,Data Analyst,1-2,5.5
HCL,Marketing Analyst,1-2,5.1
Genpact,Business Analyst,2-3,6.6
McKinsey,Data Analyst,0-1,4.2
Wipro,Marketing Analyst,0-1,4.5
TCS,Marketing Analyst,2-3,6.8
Infosys,Financial Analyst,2-3,6.2
HCL,Business Analyst,3-5,9.1
IBM,Operations Analyst,5-7,8.5
EY,Business Analyst,1-2,7
Genpact,Data Analyst,0-1,4.5
KPMG,Financial Analyst,5-7,10.9
KPMG,Data Analyst,7+,11.9
TCS,Business Analyst,2-3,6.3
HCL,Financial Analyst,0-1,5.1
PwC,Operations Analyst,1-2,5
McKinsey,Business Analyst,3-5,8.9
ZS Associates,Financial Analyst,7+,12.2
EY,Data Analyst,5-7,9.7
Capgemini,Financial Analyst,0-1,5
TCS,Marketing Analyst,3-5,6.7
Accenture,Financial Analyst,7+,12.3
McKinsey,Operations Analyst,1-2,5.2
Accenture,Operations Analyst,3-5,7.1
ZS Associates,Operations Analyst,5-7,8.2
Capgemini,Business Analyst,7+,12.9
Genpact,Operations Analyst,5-7,7.8
IBM,Business Analyst,0-1,5
Cognizant,Business Analyst,7+,13.6
Cognizant,Business Analyst,3-5,8.8
KPMG,Financial Analyst,5-7,11.5
McKinsey,Data Analyst,3-5,7.1
McKinsey,Financial Analyst,1-2,5.7
TCS,Operations Analyst,3-5,7.1
Deloitte,Data Analyst,0-1,5.1
McKinsey,Operations Analyst,7+,10.3
McKinsey,Marketing Analyst,2-3,6.2
Accenture,Business Analyst,3-5,9
IBM,Business Analyst,3-5,7.5
Capgemini,Financial Analyst,7+,11.4
Deloitte,Financial Analyst,2-3,6
Wipro,Data Analyst,7+,12.2
KPMG,Marketing Analyst,3-5,7
Infosys,Financial Analyst,3-5,8
Capgemini,Business Analyst,1-2,5.9
KPMG,Marketing Analyst,7+,10
Wipro,Data Analyst,7+,12.9
HCL,Operations Analyst,5-7,8.5
McKinsey,Business Analyst,2-3,7.2
ZS Associates,Business Analyst,5-7,10.9
Capgemini,Data Analyst,0-1,3.6
McKinsey,Operations Analyst,5-7,8.9
Deloitte,Operations Analyst,5-7,8.9
IBM,Business Analyst,7+,12.7
Genpact,Operations Analyst,0-1,3.7
PwC,Business Analyst,1-2,6.4
Accenture,Marketing Analyst,0-1,5.1
IBM,Data Analyst,7+,11.8
Accenture,Operations Analyst,5-7,9.4
Wipro,Operations Analyst,1-2,4.9
Capgemini,Marketing Analyst,3-5,7
KPMG,Marketing Analyst,3-5,7.6
Capgemini,Financial Analyst,0-1,5.1
Capgemini,Financial Analyst,5-7,11.1
Deloitte,Data Analyst,3-5,7.8
IBM,Marketing Analyst,3-5,7.3
Capgemini,Business Analyst,0-1,4.5
Infosys,Data Analyst,3-5,7.5
Genpact,Financial Analyst,7+,12.2
Cognizant,Operations Analyst,5-7,9
Genpact,Marketing Analyst,7+,11.5
ZS Associates,Data Analyst,3-5,8.3
Accenture,Data Analyst,2-3,6.3
McKinsey,Financial Analyst,2-3,6.4
Infosys,Marketing Analyst,7+,11.4
TCS,Marketing Analyst,7+,10.2
Capgemini,Financial Analyst,1-2,5.2
Infosys,Operations Analyst,7+,10.9
Wipro,Data Analyst,3-5,8.6
Capgemini,Operations Analyst,2-3,5.7
IBM,Business Analyst,7+,13.4
Accenture,Marketing Analyst,3-5,7.9
ZS Associates,Marketing Analyst,0-1,4
Accenture,Financial Analyst,7+,12.9
ZS Associates,Operations Analyst,0-1,4.6
EY,Financial Analyst,7+,12.3
McKinsey,Data Analyst,1-2,5.3
Deloitte,Operations Analyst,2-3,5.7
Infosys,Marketing Analyst,2-3,7.1
TCS,Marketing Analyst,1-2,4.9
EY,Data Analyst,7+,11.3
PwC,Financial Analyst,0-1,3.3
Accenture,Business Analyst,1-2,6.2
HCL,Operations Analyst,7+,10.4
Accenture,Business Analyst,1-2,6.4
KPMG,Business Analyst,2-3,6.6
HCL,Marketing Analyst,0-1,3.5
